fac1,fac2,cite
http://vivo.brown.edu/individual/sb38,http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/n1991
http://vivo.brown.edu/individual/sb38,http://vivo.brown.edu/individual/lh15,http://vivo.brown.edu/individual/n1991
http://vivo.brown.edu/individual/sb38,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n1991
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/n1991
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/n1991
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/n1991
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/lh15,http://vivo.brown.edu/individual/n1991
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/sb38,http://vivo.brown.edu/individual/n1991
http://vivo.brown.edu/individual/pgozalo,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n53901
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/pgozalo,http://vivo.brown.edu/individual/n53901
http://vivo.brown.edu/individual/auzun,http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/n79498
http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/auzun,http://vivo.brown.edu/individual/n79498
http://vivo.brown.edu/individual/ldworkin,http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/n65942
http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/ldworkin,http://vivo.brown.edu/individual/n65942
http://vivo.brown.edu/individual/mbelandm,http://vivo.brown.edu/individual/kjchang,http://vivo.brown.edu/individual/n49626
http://vivo.brown.edu/individual/kjchang,http://vivo.brown.edu/individual/mbelandm,http://vivo.brown.edu/individual/n49626
http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n99928
http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/n99928
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/n99928
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/n99928
http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/n99928
http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n99928
http://vivo.brown.edu/individual/anunn,http://vivo.brown.edu/individual/agjelsvi,http://vivo.brown.edu/individual/n38869
http://vivo.brown.edu/individual/agjelsvi,http://vivo.brown.edu/individual/anunn,http://vivo.brown.edu/individual/n38869
http://vivo.brown.edu/individual/jasander,http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/jasander,http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/jasander,http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/jasander,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/jasander,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/jasander,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/n2364
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/atrivedi,http://vivo.brown.edu/individual/n80718
http://vivo.brown.edu/individual/atrivedi,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n80718
http://vivo.brown.edu/individual/jrmorgan,http://vivo.brown.edu/individual/ewalsh,http://vivo.brown.edu/individual/n42809
http://vivo.brown.edu/individual/ewalsh,http://vivo.brown.edu/individual/jrmorgan,http://vivo.brown.edu/individual/n42809
http://vivo.brown.edu/individual/js21,http://vivo.brown.edu/individual/pbedard,http://vivo.brown.edu/individual/n86250
http://vivo.brown.edu/individual/pbedard,http://vivo.brown.edu/individual/js21,http://vivo.brown.edu/individual/n86250
http://vivo.brown.edu/individual/mcarskad,http://vivo.brown.edu/individual/kmsharke,http://vivo.brown.edu/individual/n88925
http://vivo.brown.edu/individual/kmsharke,http://vivo.brown.edu/individual/mcarskad,http://vivo.brown.edu/individual/n88925
http://vivo.brown.edu/individual/ceatonmd,http://vivo.brown.edu/individual/jhogansc,http://vivo.brown.edu/individual/n94117
http://vivo.brown.edu/individual/jhogansc,http://vivo.brown.edu/individual/ceatonmd,http://vivo.brown.edu/individual/n94117
http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n73832
http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/n73832
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/n73832
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/n73832
http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/n73832
http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n73832
http://vivo.brown.edu/individual/qilu,http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/qilu,http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/qilu,http://vivo.brown.edu/individual/mjankowi,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/qilu,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/mjankowi,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/qilu,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/mjankowi,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/mjankowi,http://vivo.brown.edu/individual/qilu,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/mjankowi,http://vivo.brown.edu/individual/srounds,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/mjankowi,http://vivo.brown.edu/individual/eoharrin,http://vivo.brown.edu/individual/n10336
http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n77567
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/n77567
http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n20422
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/n20422
http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/n88970
http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/n88970
http://vivo.brown.edu/individual/dmorrisp,http://vivo.brown.edu/individual/skshaw,http://vivo.brown.edu/individual/n60390
http://vivo.brown.edu/individual/dmorrisp,http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/n60390
http://vivo.brown.edu/individual/skshaw,http://vivo.brown.edu/individual/dmorrisp,http://vivo.brown.edu/individual/n60390
http://vivo.brown.edu/individual/skshaw,http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/n60390
http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/dmorrisp,http://vivo.brown.edu/individual/n60390
http://vivo.brown.edu/individual/rgong,http://vivo.brown.edu/individual/skshaw,http://vivo.brown.edu/individual/n60390
http://vivo.brown.edu/individual/sramsey,http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/n54775
http://vivo.brown.edu/individual/sramsey,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n54775
http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/sramsey,http://vivo.brown.edu/individual/n54775
http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n54775
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/sramsey,http://vivo.brown.edu/individual/n54775
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/n54775
http://vivo.brown.edu/individual/lbrownmd,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n81520
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/lbrownmd,http://vivo.brown.edu/individual/n81520
http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n50371
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/n50371
http://vivo.brown.edu/individual/jdonoghu,http://vivo.brown.edu/individual/cvargas,http://vivo.brown.edu/individual/n11740
http://vivo.brown.edu/individual/cvargas,http://vivo.brown.edu/individual/jdonoghu,http://vivo.brown.edu/individual/n11740
http://vivo.brown.edu/individual/jrichmph,http://vivo.brown.edu/individual/ltaylorm,http://vivo.brown.edu/individual/n51317
http://vivo.brown.edu/individual/ltaylorm,http://vivo.brown.edu/individual/jrichmph,http://vivo.brown.edu/individual/n51317
http://vivo.brown.edu/individual/mrahman,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n77977
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/mrahman,http://vivo.brown.edu/individual/n77977
http://vivo.brown.edu/individual/dwazermd,http://vivo.brown.edu/individual/cschmid,http://vivo.brown.edu/individual/n28806
http://vivo.brown.edu/individual/cschmid,http://vivo.brown.edu/individual/dwazermd,http://vivo.brown.edu/individual/n28806
http://vivo.brown.edu/individual/twetle,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n75536
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/twetle,http://vivo.brown.edu/individual/n75536
http://vivo.brown.edu/individual/wcwu,http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/n65888
http://vivo.brown.edu/individual/gchoudha,http://vivo.brown.edu/individual/wcwu,http://vivo.brown.edu/individual/n65888
http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n70537
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/n70537
http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/n67146
http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/n67146
http://vivo.brown.edu/individual/dmwillia,http://vivo.brown.edu/individual/bbockphd,http://vivo.brown.edu/individual/n90137
http://vivo.brown.edu/individual/dmwillia,http://vivo.brown.edu/individual/gpapando,http://vivo.brown.edu/individual/n90137
http://vivo.brown.edu/individual/bbockphd,http://vivo.brown.edu/individual/dmwillia,http://vivo.brown.edu/individual/n90137
http://vivo.brown.edu/individual/bbockphd,http://vivo.brown.edu/individual/gpapando,http://vivo.brown.edu/individual/n90137
http://vivo.brown.edu/individual/gpapando,http://vivo.brown.edu/individual/dmwillia,http://vivo.brown.edu/individual/n90137
http://vivo.brown.edu/individual/gpapando,http://vivo.brown.edu/individual/bbockphd,http://vivo.brown.edu/individual/n90137
http://vivo.brown.edu/individual/dsherman,http://vivo.brown.edu/individual/msteinm,http://vivo.brown.edu/individual/n37331
http://vivo.brown.edu/individual/msteinm,http://vivo.brown.edu/individual/dsherman,http://vivo.brown.edu/individual/n37331
http://vivo.brown.edu/individual/myajima,http://vivo.brown.edu/individual/wfairbro,http://vivo.brown.edu/individual/n58829
http://vivo.brown.edu/individual/myajima,http://vivo.brown.edu/individual/gwessel,http://vivo.brown.edu/individual/n58829
http://vivo.brown.edu/individual/wfairbro,http://vivo.brown.edu/individual/myajima,http://vivo.brown.edu/individual/n58829
http://vivo.brown.edu/individual/wfairbro,http://vivo.brown.edu/individual/gwessel,http://vivo.brown.edu/individual/n58829
http://vivo.brown.edu/individual/gwessel,http://vivo.brown.edu/individual/myajima,http://vivo.brown.edu/individual/n58829
http://vivo.brown.edu/individual/gwessel,http://vivo.brown.edu/individual/wfairbro,http://vivo.brown.edu/individual/n58829
http://vivo.brown.edu/individual/jdonoghu,http://vivo.brown.edu/individual/lhochber,http://vivo.brown.edu/individual/n56774
http://vivo.brown.edu/individual/lhochber,http://vivo.brown.edu/individual/jdonoghu,http://vivo.brown.edu/individual/n56774
http://vivo.brown.edu/individual/gwelleni,http://vivo.brown.edu/individual/dsavitz,http://vivo.brown.edu/individual/n38705
http://vivo.brown.edu/individual/dsavitz,http://vivo.brown.edu/individual/gwelleni,http://vivo.brown.edu/individual/n38705
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n19451
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n19451
http://vivo.brown.edu/individual/fluksmd,http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/n68635
http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/fluksmd,http://vivo.brown.edu/individual/n68635
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n39172
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n39172
http://vivo.brown.edu/individual/idahabre,http://vivo.brown.edu/individual/cschmid,http://vivo.brown.edu/individual/n41848
http://vivo.brown.edu/individual/cschmid,http://vivo.brown.edu/individual/idahabre,http://vivo.brown.edu/individual/n41848
http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n27235
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/n27235
http://vivo.brown.edu/individual/chart,http://vivo.brown.edu/individual/ejelalia,http://vivo.brown.edu/individual/n82082
http://vivo.brown.edu/individual/ejelalia,http://vivo.brown.edu/individual/chart,http://vivo.brown.edu/individual/n82082
http://vivo.brown.edu/individual/gkeitner,http://vivo.brown.edu/individual/lweinsto,http://vivo.brown.edu/individual/n13776
http://vivo.brown.edu/individual/lweinsto,http://vivo.brown.edu/individual/gkeitner,http://vivo.brown.edu/individual/n13776
http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/syenphd,http://vivo.brown.edu/individual/n90873
http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/lweinsto,http://vivo.brown.edu/individual/n90873
http://vivo.brown.edu/individual/syenphd,http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/n90873
http://vivo.brown.edu/individual/syenphd,http://vivo.brown.edu/individual/lweinsto,http://vivo.brown.edu/individual/n90873
http://vivo.brown.edu/individual/lweinsto,http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/n90873
http://vivo.brown.edu/individual/lweinsto,http://vivo.brown.edu/individual/syenphd,http://vivo.brown.edu/individual/n90873
http://vivo.brown.edu/individual/jasander,http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/n38187
http://vivo.brown.edu/individual/jasander,http://vivo.brown.edu/individual/kboekelh,http://vivo.brown.edu/individual/n38187
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/jasander,http://vivo.brown.edu/individual/n38187
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/kboekelh,http://vivo.brown.edu/individual/n38187
http://vivo.brown.edu/individual/kboekelh,http://vivo.brown.edu/individual/jasander,http://vivo.brown.edu/individual/n38187
http://vivo.brown.edu/individual/kboekelh,http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/n38187
http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/n1582
http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/n1582
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/smillerp,http://vivo.brown.edu/individual/n40221
http://vivo.brown.edu/individual/smillerp,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n40221
http://vivo.brown.edu/individual/jvandenb,http://vivo.brown.edu/individual/bm8,http://vivo.brown.edu/individual/n60809
http://vivo.brown.edu/individual/bm8,http://vivo.brown.edu/individual/jvandenb,http://vivo.brown.edu/individual/n60809
http://vivo.brown.edu/individual/efesta,http://vivo.brown.edu/individual/gpapando,http://vivo.brown.edu/individual/n19456
http://vivo.brown.edu/individual/gpapando,http://vivo.brown.edu/individual/efesta,http://vivo.brown.edu/individual/n19456
http://vivo.brown.edu/individual/cloncarp,http://vivo.brown.edu/individual/llagasse,http://vivo.brown.edu/individual/n48194
http://vivo.brown.edu/individual/llagasse,http://vivo.brown.edu/individual/cloncarp,http://vivo.brown.edu/individual/n48194
http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/n97622
http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/n97622
http://vivo.brown.edu/individual/bgaudian,http://vivo.brown.edu/individual/rkohnmd,http://vivo.brown.edu/individual/n27473
http://vivo.brown.edu/individual/rkohnmd,http://vivo.brown.edu/individual/bgaudian,http://vivo.brown.edu/individual/n27473
http://vivo.brown.edu/individual/gjaymdph,http://vivo.brown.edu/individual/bfleming,http://vivo.brown.edu/individual/n94822
http://vivo.brown.edu/individual/bfleming,http://vivo.brown.edu/individual/gjaymdph,http://vivo.brown.edu/individual/n94822
http://vivo.brown.edu/individual/ceatonmd,http://vivo.brown.edu/individual/prisciad,http://vivo.brown.edu/individual/n35496
http://vivo.brown.edu/individual/prisciad,http://vivo.brown.edu/individual/ceatonmd,http://vivo.brown.edu/individual/n35496
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/n32493
http://vivo.brown.edu/individual/smcgarve,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n32493
http://vivo.brown.edu/individual/jyschell,http://vivo.brown.edu/individual/jrmorgan,http://vivo.brown.edu/individual/n92213
http://vivo.brown.edu/individual/jrmorgan,http://vivo.brown.edu/individual/jyschell,http://vivo.brown.edu/individual/n92213
http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n6443
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/n6443
http://vivo.brown.edu/individual/yguan,http://vivo.brown.edu/individual/aayalaph,http://vivo.brown.edu/individual/n11580
http://vivo.brown.edu/individual/aayalaph,http://vivo.brown.edu/individual/yguan,http://vivo.brown.edu/individual/n11580
http://vivo.brown.edu/individual/mbelandm,http://vivo.brown.edu/individual/jmachan,http://vivo.brown.edu/individual/n89674
http://vivo.brown.edu/individual/jmachan,http://vivo.brown.edu/individual/mbelandm,http://vivo.brown.edu/individual/n89674
http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/n9129
http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/jsedivy,http://vivo.brown.edu/individual/n9129
http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n10230
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/n10230
http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n71373
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/n71373
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n67341
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n67341
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n62527
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n62527
http://vivo.brown.edu/individual/echen13,http://vivo.brown.edu/individual/isarkar,http://vivo.brown.edu/individual/n13690
http://vivo.brown.edu/individual/isarkar,http://vivo.brown.edu/individual/echen13,http://vivo.brown.edu/individual/n13690
http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/n14709
http://vivo.brown.edu/individual/jffriedm,http://vivo.brown.edu/individual/jkurtis,http://vivo.brown.edu/individual/n14709
http://vivo.brown.edu/individual/wcwu,http://vivo.brown.edu/individual/mjankowi,http://vivo.brown.edu/individual/n75071
http://vivo.brown.edu/individual/mjankowi,http://vivo.brown.edu/individual/wcwu,http://vivo.brown.edu/individual/n75071
http://vivo.brown.edu/individual/dtyler,http://vivo.brown.edu/individual/rshieldp,http://vivo.brown.edu/individual/n61196
http://vivo.brown.edu/individual/dtyler,http://vivo.brown.edu/individual/mlepore,http://vivo.brown.edu/individual/n61196
http://vivo.brown.edu/individual/rshieldp,http://vivo.brown.edu/individual/dtyler,http://vivo.brown.edu/individual/n61196
http://vivo.brown.edu/individual/rshieldp,http://vivo.brown.edu/individual/mlepore,http://vivo.brown.edu/individual/n61196
http://vivo.brown.edu/individual/mlepore,http://vivo.brown.edu/individual/dtyler,http://vivo.brown.edu/individual/n61196
http://vivo.brown.edu/individual/mlepore,http://vivo.brown.edu/individual/rshieldp,http://vivo.brown.edu/individual/n61196
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n1659
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n1659
http://vivo.brown.edu/individual/ek10,http://vivo.brown.edu/individual/jboxerma,http://vivo.brown.edu/individual/n49310
http://vivo.brown.edu/individual/jboxerma,http://vivo.brown.edu/individual/ek10,http://vivo.brown.edu/individual/n49310
http://vivo.brown.edu/individual/bgenberg,http://vivo.brown.edu/individual/iwilson,http://vivo.brown.edu/individual/n36310
http://vivo.brown.edu/individual/iwilson,http://vivo.brown.edu/individual/bgenberg,http://vivo.brown.edu/individual/n36310
http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/n36492
http://vivo.brown.edu/individual/bdgreenb,http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/n36492
http://vivo.brown.edu/individual/bstonest,http://vivo.brown.edu/individual/estopamd,http://vivo.brown.edu/individual/n70611
http://vivo.brown.edu/individual/estopamd,http://vivo.brown.edu/individual/bstonest,http://vivo.brown.edu/individual/n70611
http://vivo.brown.edu/individual/egartman,http://vivo.brown.edu/individual/pkoo,http://vivo.brown.edu/individual/n59648
http://vivo.brown.edu/individual/pkoo,http://vivo.brown.edu/individual/egartman,http://vivo.brown.edu/individual/n59648
http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n77843
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/srasmuss,http://vivo.brown.edu/individual/n77843
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/n9610
http://vivo.brown.edu/individual/mpcarey,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n9610
http://vivo.brown.edu/individual/jtidey,http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/n10612
http://vivo.brown.edu/individual/jtidey,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n10612
http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/jtidey,http://vivo.brown.edu/individual/n10612
http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/n10612
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/jtidey,http://vivo.brown.edu/individual/n10612
http://vivo.brown.edu/individual/pmonti,http://vivo.brown.edu/individual/drohseno,http://vivo.brown.edu/individual/n10612
http://vivo.brown.edu/individual/arsalomo,http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/n41183
http://vivo.brown.edu/individual/arsalomo,http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/n41183
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/arsalomo,http://vivo.brown.edu/individual/n41183
http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/n41183
http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/arsalomo,http://vivo.brown.edu/individual/n41183
http://vivo.brown.edu/individual/nneretti,http://vivo.brown.edu/individual/pgruppus,http://vivo.brown.edu/individual/n41183
http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/n82273
http://vivo.brown.edu/individual/lpricemd,http://vivo.brown.edu/individual/lcarpent,http://vivo.brown.edu/individual/n82273
http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/n29757
http://vivo.brown.edu/individual/rbrownph,http://vivo.brown.edu/individual/ckahlerm,http://vivo.brown.edu/individual/n29757
http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/kst,http://vivo.brown.edu/individual/n35416
http://vivo.brown.edu/individual/kst,http://vivo.brown.edu/individual/vmor,http://vivo.brown.edu/individual/n35416
http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/n54409
http://vivo.brown.edu/individual/kc11,http://vivo.brown.edu/individual/bborsari,http://vivo.brown.edu/individual/n54409
http://vivo.brown.edu/individual/nbarnett,http://vivo.brown.edu/individual/aspirito,http://vivo.brown.edu/individual/n56991
