fac1,fac2,c,dpt
http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/asbrodsk,2,http://vivo.brown.edu/individual/org-brown-univ-dept57
http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/jkurtis,2,http://vivo.brown.edu/individual/org-brown-univ-dept57
http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/skostadi,2,http://vivo.brown.edu/individual/org-brown-univ-dept57
http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/vknopik,2,http://vivo.brown.edu/individual/org-brown-univ-dept69
http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/jaliotta,2,http://vivo.brown.edu/individual/org-brown-univ-dept84
http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/skshaw,4,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/jpadbury,http://vivo.brown.edu/individual/asalisbu,8,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/jquintos,http://vivo.brown.edu/individual/emmorrow,1,http://vivo.brown.edu/individual/org-brown-univ-dept53
http://vivo.brown.edu/individual/jquintos,http://vivo.brown.edu/individual/smangray,1,http://vivo.brown.edu/individual/org-brown-univ-dept57
http://vivo.brown.edu/individual/juburton,http://vivo.brown.edu/individual/emcquaid,1,http://vivo.brown.edu/individual/org-brown-univ-dept69
http://vivo.brown.edu/individual/jusanche,http://vivo.brown.edu/individual/pgruppus,1,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/jusanche,http://vivo.brown.edu/individual/skshaw,1,http://vivo.brown.edu/individual/org-brown-univ-dept34
http://vivo.brown.edu/individual/jusanche,http://vivo.brown.edu/individual/eoharrin,1,http://vivo.brown.edu/individual/org-brown-univ-dept84
http://vivo.brown.edu/individual/jusanche,http://vivo.brown.edu/individual/qilu,1,http://vivo.brown.edu/individual/org-brown-univ-dept84
http://vivo.brown.edu/individual/jusanche,http://vivo.brown.edu/individual/srounds,1,http://vivo.brown.edu/individual/org-brown-univ-dept84
